NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,0.1042225,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,0.2031379,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,0.3028759,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,0.4006393,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,0.5005702,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,0.6022978,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,0.7046529,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,0.8033891,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,0.9037212,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,1.005414,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,1.104175,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,1.203629,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,1.300281,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,1.400524,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,1.500477,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,1.601736,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,1.700598,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,1.801902,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,1.900416,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,15,27,7,27,2.000929,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,26.5,27,1,2,15,27,7,27,2.100685,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,26,27,1,2,15,27,7,27,2.20118,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,25.39999,27,1,2,15,27,7,27,2.330736,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,24.99999,27,1,2,15,27,7,27,2.401702,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,24.49999,27,1,2,15,27,7,27,2.500813,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,23.99999,27,1,2,15,27,7,27,2.601353,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,23.49999,27,1,2,15,27,7,27,2.700536,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,22.99998,27,1,2,15,27,7,27,2.800675,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,22.49998,27,1,2,15,27,7,27,2.900272,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,21.99998,27,1,2,15,27,7,27,3.000003,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,21.49998,27,1,2,15,27,7,27,3.101131,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,20.99998,27,1,2,15,27,7,27,3.200459,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,20.49998,27,1,2,15,27,7,27,3.30127,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,19.99997,27,1,2,15,27,7,27,3.400349,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,19.49997,27,1,2,15,27,7,27,3.50183,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,18.99997,27,1,2,15,27,7,27,3.60098,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,18.49997,27,1,2,15,27,7,27,3.700549,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,17.99997,27,1,2,15,27,7,27,3.801113,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,17.49996,27,1,2,15,27,7,27,3.900548,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27,16.99996,27,1,2,15,27,7,27,4.000597,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,16.49996,27,1,2,15,27,7,27,4.100846,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,15.99996,27,1,2,100,100,7,27,4.200817,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,15.49996,27,1,2,100,100,7,27,4.303936,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,14.99995,27,1,2,100,100,7,27,4.400859,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,14.49995,27,1,2,100,100,7,27,4.500896,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,13.99995,27,1,2,100,100,7,27,4.600415,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,13.49995,27,1,2,100,100,7,27,4.701673,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,12.99995,27,1,2,100,100,7,27,4.801021,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,12.49994,27,1,2,100,100,7,27,4.901035,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,11.99994,27,1,2,100,100,7,27,5.001127,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,11.49994,27,1,2,100,100,7,27,5.10162,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,10.99994,27,1,2,100,100,7,27,5.200929,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,10.49994,27,1,2,100,100,7,27,5.300118,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,9.999935,27,1,2,100,100,7,27,5.402498,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,9.499933,27,1,2,100,100,7,27,5.500602,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,8.999931,27,1,2,100,100,7,27,5.6017,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,8.499929,27,1,2,100,100,7,27,5.700624,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,7.999928,27,1,2,100,100,7,27,5.800664,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,2.7,27.3,7.499928,27,1,2,100,100,7,27,5.901314,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,100,100,6.999929,27,1,2,100,100,7,27,6.001759,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,100,100,7.499928,27,1,2,100,100,7,27,6.100085,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,100,100,7.999928,27,1,2,100,100,7,27,6.200337,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,100,100,8.499929,27,1,2,100,100,7,27,6.301264,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,100,100,8.999931,27,1,2,100,100,7,27,6.401498,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,100,100,9.499933,27,1,2,100,100,7,27,6.500651,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,100,100,9.999935,27,1,2,100,100,7,27,6.601786,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,100,100,10.49994,27,1,2,100,100,7,27,6.701115,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,100,100,10.99994,27,1,2,100,100,7,27,6.801307,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,100,100,11.49994,27,1,2,100,100,7,27,6.900091,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,100,100,11.99994,27,1,2,100,100,7,27,7.001356,0
0,1,2,2,0,0.7075546,0.3085001,0.3085001,15,3,100,100,12.49994,27,1,2,100,100,7,27,7.100169,1
0,1,2,2,0,1.207554,0.3085001,0.3085001,15,3,100,100,12.99995,27,1,2,100,100,7,27,7.200785,1
0,1,2,2,0,1.707554,0.3085001,0.3085,15,3,100,100,13.49995,27,1,2,100,100,7,27,7.301726,1
0,1,2,2,0,2.207553,0.3085001,0.3085001,15,3,100,100,13.99995,27,1,2,100,100,7,27,7.401563,1
0,1,2,2,0,2.707553,0.3085001,0.3085001,15,3,100,100,14.49995,27,1,2,100,100,7,27,7.501258,1
0,1,2,2,0,3.207552,0.3085001,0.3085001,15,3,100,100,14.99995,27,1,2,100,100,7,27,7.600687,1
0,1,2,2,0,3.207552,0.008498904,0.6085013,15,3,100,100,15.49996,27,1,2,100,100,7,27,7.701801,3
0,1,2,2,0,3.207552,0.008498904,0.6085013,15,3,100,100,15.99996,27,1,2,100,100,7,27,7.800396,3
2,2,2,2,1.408503,0.2084973,0.9084985,0.7085016,15,3,100,100,16.49996,27,1,2,100,100,7,27,7.900773,3
2,2,2,2,1.408503,0.2084973,0.4084966,1.208503,15,3,100,100,16.99996,27,1,2,100,100,7,27,8.001088,3
2,2,2,2,1.408503,0.2084973,0.00849509,1.608505,15,3,100,100,16.99996,27,1,2,100,100,7,27,8.1004,3
2,2,2,2,1.408503,0.2084973,0.8084944,1.808506,15,3,100,100,16.99996,27,1,2,100,100,7,27,8.200423,3
2,2,2,2,1.408503,0.2084973,0.3084924,2.308508,15,3,100,100,16.99996,27,1,2,100,100,7,27,8.300292,3
2,2,2,2,1.408503,0.2084973,0.008491275,2.608509,15,3,100,100,16.99996,27,1,2,100,100,7,27,8.401446,3
