NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,13,25,27,0.1210606,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,13,25,27,0.2019946,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,13,25,27,0.3000584,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,13,25,27,0.4000829,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,13,25,27,0.5011989,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,13,25,27,0.6007411,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,13,25,27,0.700501,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,13,25,27,0.802037,1
0,1,2,2,0,0.8075545,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,13,25,27,0.9007845,1
0,1,2,2,0,1.307554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,13,25,27,1.000473,1
0,1,2,2,0,1.807554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,13,25,27,1.101118,1
0,1,2,2,0,2.307553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,13,25,27,1.200168,1
0,1,2,2,0,2.807553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,13,25,27,1.300724,1
0,1,2,2,0,3.307552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,13,25,27,1.400598,1
0,1,2,2,0,3.807552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,13,25,27,1.500484,1
0,1,2,2,0,4.307551,8.3085,0.3085001,15,3,3,27,27,27,1,2,25,13,25,27,1.601804,1
1,1,2,1,19.80756,4.807551,0.3085001,0.3075551,15,3,3,27,27,27,0,2,25,13,25,27,1.700964,1
0,1,2,1,0,5.30755,0.3085001,0.3075551,15,3,3,27,27,27,0,2,25,13,25,27,1.800845,1
0,1,2,1,0,5.807552,0.3085001,0.3075551,15,3,3,27,27,27,0,2,25,13,25,27,1.900735,1
0,1,2,1,0,6.307554,0.3085001,0.3075551,15,3,3,27,27,27,0,2,25,13,25,27,2.00033,1
0,1,2,1,0,6.807556,0.3085001,0.3075551,15,3,3,27.3,27,27.3,0,2,25,13,25,27,2.102166,1
0,1,2,1,0,7.307558,0.3085001,0.3075551,15,3,3,27.3,27,27.3,0,2,25,13,25,27,2.200959,1
0,1,2,1,0,7.80756,0.3085001,0.3075551,15,3,3,27.3,27,27.3,0,2,25,13,25,27,2.300089,1
