NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,19,27,25,0.1010428,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,19,27,25,0.2008093,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,19,27,25,0.3005321,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,19,27,25,0.4009465,0
0,1,2,1,0,0.407555,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,19,27,25,0.501201,1
0,1,2,2,0,0.9075544,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,19,27,25,0.6000141,1
0,1,2,2,0,1.407554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,19,27,25,0.7012315,1
0,1,2,2,0,1.907554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,19,27,25,0.8006588,1
0,1,2,2,0,2.407553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,19,27,25,0.9013668,1
0,1,2,2,0,2.907553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,19,27,25,1.001763,1
0,1,2,2,0,3.407552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,19,27,25,1.100662,1
0,1,2,2,0,3.907552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,19,27,25,1.201095,1
0,1,2,2,0,4.307551,8.3085,0.3085001,15,3,3,27,27,27,1,2,23,19,27,25,1.300795,3
2,2,2,2,0.3085039,0.3084962,7.908499,0.7085016,15,3,3,27,27,27,1,2,23,19,27,25,1.400172,3
2,2,2,2,0.3085039,0.3084962,7.408497,1.208503,15,3,3,27,27,27,1,2,23,19,27,25,1.501862,3
2,2,2,2,0.3085039,0.3084962,6.908494,1.708505,15,3,3,27,27,27,1,2,23,19,27,25,1.600777,3
2,2,2,2,0.3085039,0.3084962,6.408493,2.208507,15,3,3,27,27,27,1,2,23,19,27,25,1.701632,3
2,2,2,2,0.3085039,0.3084962,5.908491,2.708509,15,3,3,27,27,27,1,2,23,19,27,25,1.800703,3
2,2,2,2,0.3085039,0.3084962,5.408489,3.208511,15,3,3,27,27,27,1,2,23,19,27,25,1.901924,3
2,2,2,2,0.3085039,0.3084962,4.908487,3.708513,15,3,3,27,27,27,1,2,23,19,27,25,2.001957,3
2,2,2,2,4.308504,0.3084962,4.408485,4.208515,15,3,2.7,27,27,26.5,1,2,23,19,27,25,2.100324,3
2,2,2,2,0.3085039,0.3084962,3.908482,4.708517,15,3,2.7,27,27,26,1,2,23,19,27,25,2.201332,3
2,2,2,2,0.3085039,0.3084962,3.408481,5.208519,15,3,2.7,27,27,25.49999,1,2,23,19,27,25,2.301609,3
2,2,2,2,0.3085039,0.3084962,2.908479,5.70852,15,3,2.7,27,27,24.99999,1,2,23,19,27,25,2.401233,3
2,2,2,2,0.3085039,0.3084962,2.408478,6.208522,15,3,2.7,27,27,24.49999,1,2,23,19,27,25,2.501643,3
2,2,2,2,0.3085039,0.3084962,1.908476,6.708524,15,3,2.7,27,27,23.99999,1,2,23,19,27,25,2.600123,3
2,2,2,2,0.3085039,0.3084962,1.408474,7.208526,15,3,2.7,27,27,23.49999,1,2,23,19,27,25,2.701331,3
2,2,2,2,0.3085039,0.3084962,0.9084719,7.708529,15,3,2.7,27,27,22.99998,1,2,23,19,27,25,2.801284,3
0,1,2,2,0,4.307551,0.4084699,8.20853,15,3,2.7,27,27,22.49998,1,2,23,19,27,25,2.900873,3
0,1,2,2,0,4.30755,0.1084688,8.508532,15,3,2.7,27,27,21.99998,1,2,23,19,27,25,3.000441,2
0,1,2,2,0,3.807552,0.1084688,0.5085314,15,3,2.7,27,27,21.49998,1,2,23,19,27,25,3.100078,2
